id,forwardPivotInt,InnerForwardPivotInt
1323866105505566722,None,Learn about US 2020 election security efforts
1338280668971864064,None,This claim about election fraud is disputed
1333529512324329475,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327033951408549890,None,This claim about election fraud is disputed
1328254184374693888,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1279604611599331329,Manipulated media,None
1323867618911113216,None,Learn about US 2020 election security efforts
1331988129608331267,None,This claim about election fraud is disputed
1339457758962339840,None,This claim about election fraud is disputed
1337751019330150404,None,This claim about election fraud is disputed
1324109433111236608,None,Official sources may not have called the race when this was Tweeted
1332725964946681861,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1334241235175952386,None,This claim about election fraud is disputed
1337791828561694724,None,This claim about election fraud is disputed
1331095200614244357,None,This claim about election fraud is disputed
1333247385590501376,None,This claim about election fraud is disputed
1340187651211714561,None,This claim about election fraud is disputed
1332357488780451842,None,This claim about election fraud is disputed
1327982185199136768,None,This claim about election fraud is disputed
1327963274915287041,None,This claim about election fraud is disputed
1327642971987120128,None,This claim about election fraud is disputed
1333422173294309378,None,This claim about election fraud is disputed
1338595388845133827,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1336172964233048066,None,This claim about election fraud is disputed
1324114591975055360,None,Official sources may not have called the race when this was Tweeted
1327524236009762817,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1323624628648996865,None,Learn how voting by mail is safe and secure
1329796209574256640,None,This claim about election fraud is disputed
1337749088519946240,None,This claim about election fraud is disputed
1325115236152602624,None,Official sources may not have called the race when this was Tweeted
1330890880790654976,None,This claim about election fraud is disputed
1325445336299573248,None,This claim about election fraud is disputed
1339066787258830848,None,This claim about election fraud is disputed
1333468393081430022,None,This claim about election fraud is disputed
1338874282902876160,None,This claim about election fraud is disputed
1338152223461687297,None,This claim about election fraud is disputed
1337630062401622017,None,This claim about election fraud is disputed
1328103583271723008,None,This claim about election fraud is disputed
1336860690712162305,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1337745461143240707,None,This claim about election fraud is disputed
1327045147045969920,None,This claim about election fraud is disputed
1338282850395639809,None,This claim about election fraud is disputed
1338874071530893313,None,This claim about election fraud is disputed
1326879544247283713,None,This claim about election fraud is disputed
1324005482403631105,None,Learn about US 2020 election security efforts
1326666675970715648,None,Learn how voting by mail is safe and secure
1325108934202552321,None,Official sources may not have called the race when this was Tweeted
1328342571064680448,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327958445400739840,None,This claim about election fraud is disputed
1326372104951001091,None,This claim about election fraud is disputed
1326533395774631936,None,This claim about election fraud is disputed
1328308221547831297,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1333412832197681152,None,This claim about election fraud is disputed
1326531026898784256,None,This claim about election fraud is disputed
1324117002806505473,None,Official sources may not have called the race when this was Tweeted
1329492940566224896,None,This claim about election fraud is disputed
1338179318258806788,None,This claim about election fraud is disputed
1338159903765106691,None,This claim about election fraud is disputed
1324407729662971906,None,Learn about US 2020 election security efforts
1324413785583603715,None,Some votes may still need to be counted
1325117986907123712,None,Official sources may not have called the race when this was Tweeted
1325127184437014528,None,Official sources may not have called the race when this was Tweeted
1329088710080565249,None,This claim about election fraud is disputed
1324771168621125632,Learn how voting by mail is safe and secure,None
1325138345765314560,None,Official sources may not have called the race when this was Tweeted
1334947019195117568,None,This claim about election fraud is disputed
1324120405725073409,None,Learn about US 2020 election security efforts
1326347464769671169,None,This claim about election fraud is disputed
1334328721617063937,None,This claim about election fraud is disputed
1324919870404915200,None,Learn about US 2020 election security efforts
1324389948213133312,None,This claim about election fraud is disputed
1326930816740552709,None,This claim about election fraud is disputed
1331073975120695297,None,This claim about election fraud is disputed
1326532585368014850,None,This claim about election fraud is disputed
1328852331170041858,None,This claim about election fraud is disputed
1324198011963166720,None,Learn about US 2020 election security efforts
1323272155149336576,None,Learn how voting by mail is safe and secure
1324390853469708290,None,Learn about US 2020 election security efforts
1324402151481856006,None,Learn about US 2020 election security efforts
1324339173407469568,None,Learn about US 2020 election security efforts
1337766215847211008,None,This claim about election fraud is disputed
1326217228199600128,None,This claim about election fraud is disputed
1325195367562948608,None,This claim about election fraud is disputed
1328853363165855744,None,This claim about election fraud is disputed
1324109100997726209,None,Official sources may not have called the race when this was Tweeted
1273775556635398144,None,Manipulated media
1328228711418609664,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328376152243650562,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325186664835162113,None,Official sources may not have called the race when this was Tweeted
1273861952335421441,None,Manipulated media
1325134989294411782,None,Official sources may not have called the race when this was Tweeted
1324090374453972992,None,Official sources may not have called the race when this was Tweeted
1337748750094249984,None,This claim about election fraud is disputed
1337749042319794176,None,This claim about election fraud is disputed
1324115468064559107,None,Official sources may not have called the race when this was Tweeted
1327416274805252097,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325989154002366466,None,This claim about election fraud is disputed
1327299694016352256,None,This claim about election fraud is disputed
1325265629541232640,None,Official sources may not have called the race when this was Tweeted
1325114529857015810,None,Official sources may not have called the race when this was Tweeted
1323916489938882560,None,Official sources may not have called the race when this was Tweeted
1325109527910510595,None,Official sources may not have called the race when this was Tweeted
1328868000099921920,None,This claim about election fraud is disputed
1325456716167852032,None,This claim about election fraud is disputed
1325927205076148225,None,This claim about election fraud is disputed
1324031469598187521,None,Official sources may not have called the race when this was Tweeted
1325131375708524547,None,Official sources may not have called the race when this was Tweeted
1324138271832596480,None,Official sources may not have called the race when this was Tweeted
1324749470026723328,None,Manipulated media
1325206543076192259,None,This claim about election fraud is disputed
1325129580433219590,None,Official sources may not have called the race when this was Tweeted
1332364556132249601,None,This claim about election fraud is disputed
1327047614743810048,None,This claim about election fraud is disputed
1328204501501808640,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325130818059071488,None,Official sources may not have called the race when this was Tweeted
1328041314152292353,None,This claim about election fraud is disputed
1326746224616202240,None,This claim about election fraud is disputed
1327333723751256064,None,This claim about election fraud is disputed
1325930322953957377,None,This claim about election fraud is disputed
1324033878877765636,None,Learn about US 2020 election security efforts
1331090617926029312,None,This claim about election fraud is disputed
1335629551049838593,None,This claim about election fraud is disputed
1328714489017954304,None,This claim about election fraud is disputed
1332358694894505985,None,This claim about election fraud is disputed
1332682704698171403,None,This claim about election fraud is disputed
1338875925061046272,None,This claim about election fraud is disputed
1327304199084908545,None,This claim about election fraud is disputed
1334336283796262913,None,This claim about election fraud is disputed
1327960776091570176,None,This claim about election fraud is disputed
1333103288007483394,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1332015383423950854,None,This claim about election fraud is disputed
1329853270647508995,None,This claim about election fraud is disputed
1334548851588468739,None,This claim about election fraud is disputed
1326944120770850818,None,This claim about election fraud is disputed
1326731011829460993,None,This claim about election fraud is disputed
1327298762310619136,None,This claim about election fraud is disputed
1325553754779906048,None,This claim about election fraud is disputed
1329547244547297280,None,This claim about election fraud is disputed
1331659955586412549,None,This claim about election fraud is disputed
1325925844422971393,This claim about election fraud is disputed,None
1327778974320226305,None,This claim about election fraud is disputed
1327108305513287680,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326356412197445635,None,This claim about election fraud is disputed
1329539684058456065,None,This claim about election fraud is disputed
1331666878830358529,None,This claim about election fraud is disputed
1325932872805605377,None,This claim about election fraud is disputed
1334590357582082048,None,This claim about election fraud is disputed
1333471169094311942,None,This claim about election fraud is disputed
1332048873917976576,None,This claim about election fraud is disputed
1334169072553111553,None,This claim about election fraud is disputed
1328357609758478337,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325923274744803328,None,This claim about election fraud is disputed
1325113812614324224,None,Official sources may not have called the race when this was Tweeted
1331087341931388931,None,This claim about election fraud is disputed
1328411013218177026,None,This claim about election fraud is disputed
1237190157176012801,None,Manipulated media
1328205766399053824,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329115125303943169,None,This claim about election fraud is disputed
1324389353037193216,None,Learn about US 2020 election security efforts
1326968192904933377,None,This claim about election fraud is disputed
1325102683871711232,None,Official sources may not have called the race when this was Tweeted
1324368842383122432,None,Some votes may still need to be counted
1324110550113157123,None,Official sources may not have called the race when this was Tweeted
1341157883078127618,None,This claim about election fraud is disputed
1339938655364927489,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328384273431277568,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325121132492587009,None,Official sources may not have called the race when this was Tweeted
1324112572774309892,None,Official sources may not have called the race when this was Tweeted
1328424978027585544,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1332472354623156224,None,This claim about election fraud is disputed
1328863425863315456,None,This claim about election fraud is disputed
1328377530999578636,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325212295962779649,None,This claim about election fraud is disputed
1328201535046631426,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325126954018893824,None,Official sources may not have called the race when this was Tweeted
1328257766910283776,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324004840666730498,None,Learn about US 2020 election security efforts
1327980518986702848,None,This claim about election fraud is disputed
1328855450431983618,None,This claim about election fraud is disputed
1324109433056747522,None,Official sources may not have called the race when this was Tweeted
1341885806538088449,None,This claim about election fraud is disputed
1324404055456669696,None,Learn about US 2020 election security efforts
1328203715862429696,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328385818109599746,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326218821775073281,This claim about election fraud is disputed,None
1334285605040234504,None,This claim about election fraud is disputed
1329993371650146306,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1340040932029321216,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1323452476641652736,None,Learn how voting by mail is safe and secure
1325216828524818432,None,This claim about election fraud is disputed
1328203098930765829,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325185248666157059,None,Official sources may not have called the race when this was Tweeted
1325100749685219338,None,Official sources may not have called the race when this was Tweeted
1325123571870433280,None,Official sources may not have called the race when this was Tweeted
1323152554801483776,Manipulated media,None
1273929023626907648,None,Manipulated media
1325220097397387264,None,This claim about election fraud is disputed
1328206890937946112,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1334310758826512386,None,This claim about election fraud is disputed
1325281056010874880,None,Official sources may not have called the race when this was Tweeted
1338718279943114752,None,This claim about election fraud is disputed
1323885793061048325,None,Learn about US 2020 election security efforts
1325118087243333632,None,Official sources may not have called the race when this was Tweeted
1328241505316843522,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325118614886703106,None,Official sources may not have called the race when this was Tweeted
1320874797602144258,None,Learn how voting by mail is safe and secure
1324086747261788164,None,Official sources may not have called the race when this was Tweeted
1324087601196879872,None,Some votes may still need to be counted
1327109678640357376,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326995181535719425,None,This claim about election fraud is disputed
1324122465694568449,None,Official sources may not have called the race when this was Tweeted
1324087458712137728,None,Official sources may not have called the race when this was Tweeted
1325109036702953472,None,Official sources may not have called the race when this was Tweeted
1328518659048960001,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1337548097254285320,None,This claim about election fraud is disputed
1325193845961756674,None,Official sources may not have called the race when this was Tweeted
1333530698276249601,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325126372201783296,None,Official sources may not have called the race when this was Tweeted
1324711898588323841,None,Learn about US 2020 election security efforts
1325146223699914753,None,Official sources may not have called the race when this was Tweeted
1325534051323707392,None,This claim about election fraud is disputed
1334223453214232576,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1332403225597710336,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324109069829853191,None,Official sources may not have called the race when this was Tweeted
1325434484922068994,None,This claim about election fraud is disputed
1328853843988377600,None,This claim about election fraud is disputed
1334356690020540418,None,This claim about election fraud is disputed
1334268508264419331,None,This claim about election fraud is disputed
1329076804850647043,None,This claim about election fraud is disputed
1328403304557072384,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328203382830501888,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325103320235565059,None,Official sources may not have called the race when this was Tweeted
1323866617286070272,None,Learn about US 2020 election security efforts
1327282547093594113,None,This claim about election fraud is disputed
1329530004661788673,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325068122307637248,None,Learn about US 2020 election security efforts
1328207153530748929,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1340742645187047429,None,This claim about election fraud is disputed
1316226725446127616,None,Manipulated media
1328405341155954688,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1323866210992349187,None,Learn about US 2020 election security efforts
1328239280649539584,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1267503324930232327,Manipulated media,None
1338744255116939264,None,This claim about election fraud is disputed
1325118605520896001,None,Official sources may not have called the race when this was Tweeted
1324403481348898817,None,Learn about US 2020 election security efforts
1324005896326971393,None,Learn about US 2020 election security efforts
1323917582844502017,None,Official sources may not have called the race when this was Tweeted
1326526489978920961,None,This claim about election fraud is disputed
1328862931082223617,None,This claim about election fraud is disputed
1334851628218933259,None,This claim about election fraud is disputed
1336673702600192000,None,This claim about election fraud is disputed
1324927753322369025,None,This claim about election fraud is disputed
1325100632307601410,None,Official sources may not have called the race when this was Tweeted
1324090969571164162,None,Official sources may not have called the race when this was Tweeted
1337744376680820736,None,This claim about election fraud is disputed
1329075901401686020,None,This claim about election fraud is disputed
1338612888223834116,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324112996843593730,None,Official sources may not have called the race when this was Tweeted
1335999199914192896,None,This claim about election fraud is disputed
1333445985851334656,None,This claim about election fraud is disputed
1329871573969408001,This claim about election fraud is disputed,None
1324341969871609857,None,Learn about US 2020 election security efforts
1324387115766108160,None,Learn about US 2020 election security efforts
1334273807356469252,This claim about election fraud is disputed,None
1339348085454098432,None,This claim about election fraud is disputed
1324370157851021315,None,Some votes may still need to be counted
1326642745650319368,None,Learn how voting by mail is safe and secure
1324428967479304193,None,Learn about US 2020 election security efforts
1330328651833991168,None,This claim about election fraud is disputed
1326684063940440070,None,This claim about election fraud is disputed
1337367971111505920,None,This claim about election fraud is disputed
1324390254883819523,None,Learn about US 2020 election security efforts
1335804836873375744,None,This claim about election fraud is disputed
1323922347838111746,None,Official sources may not have called the race when this was Tweeted
1326927610052571136,None,This claim about election fraud is disputed
1273859667513552896,None,Manipulated media
1327987099769970688,None,This claim about election fraud is disputed
1325920891394514946,None,This claim about election fraud is disputed
1327983042737172480,None,This claim about election fraud is disputed
1326531130737168386,None,This claim about election fraud is disputed
1325121187446394881,None,Official sources may not have called the race when this was Tweeted
1265406326538219520,None,Get the facts about mail-in ballots
1329854561369120775,None,This claim about election fraud is disputed
1328206254766919682,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1340288130608316417,None,This claim about election fraud is disputed
1332735580581494785,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1340334787450421251,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1338227137300590595,None,This claim about election fraud is disputed
1330285611308158976,None,This claim about election fraud is disputed
1338570043450331146,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1330540466216071169,None,This claim about election fraud is disputed
1329097035597762560,None,This claim about election fraud is disputed
1334851048175853568,None,This claim about election fraud is disputed
1328209794709110784,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1339248551574921218,None,This claim about election fraud is disputed
1341766912330539008,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1330341644223139840,None,This claim about election fraud is disputed
1339601715276869633,None,This claim about election fraud is disputed
1339165033540976640,None,This claim about election fraud is disputed
1336421498509090816,None,This claim about election fraud is disputed
1338583505220100102,None,This claim about election fraud is disputed
1328335777109950465,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327981945570037760,None,This claim about election fraud is disputed
1333466585311322113,None,This claim about election fraud is disputed
1331655627278409729,None,This claim about election fraud is disputed
1333856902132891649,None,This claim about election fraud is disputed
1337057167149568005,None,This claim about election fraud is disputed
1327982322013020160,None,This claim about election fraud is disputed
1341949934048665601,None,This claim about election fraud is disputed
1329072384628801543,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327705543989817344,None,This claim about election fraud is disputed
1336814519088136193,None,This claim about election fraud is disputed
1324128407366586368,None,Official sources may not have called the race when this was Tweeted
1325127074533740546,None,Official sources may not have called the race when this was Tweeted
1332801139046297600,None,This claim about election fraud is disputed
1328009062043234305,None,This claim about election fraud is disputed
1328200565512417280,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324110262773960704,None,Official sources may not have called the race when this was Tweeted
1327973413709885440,None,This claim about election fraud is disputed
1341178148864536576,None,This claim about election fraud is disputed
1324482556985774080,None,Learn about US 2020 election security efforts
1325128046546837504,None,Official sources may not have called the race when this was Tweeted
1329772584003645442,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325535392095997952,Manipulated media,None
1336684290311073793,None,This claim about election fraud is disputed
1330566822614216716,None,This claim about election fraud is disputed
1339626670555279360,None,This claim about election fraud is disputed
1334300410270670859,None,This claim about election fraud is disputed
1334298496405528576,None,This claim about election fraud is disputed
1333378921325355012,None,This claim about election fraud is disputed
1325147157255483392,None,This claim about election fraud is disputed
1328342890813288448,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328035639158317057,None,This claim about election fraud is disputed
1329119301668921354,None,This claim about election fraud is disputed
1325102898670350337,None,Official sources may not have called the race when this was Tweeted
1325304828873084928,None,This claim about election fraud is disputed
1327984307579793409,None,This claim about election fraud is disputed
1325067393895456770,None,Learn about US 2020 election security efforts
1328066456773398530,None,This claim about election fraud is disputed
1325118005269835778,None,Official sources may not have called the race when this was Tweeted
1339959318406332417,None,This claim about election fraud is disputed
1324104552379899904,None,Learn about US 2020 election security efforts
1324573844523216896,None,Learn about US 2020 election security efforts
1325532033548910592,None,Manipulated media
1328249951810322433,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327525858702143489,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1323867009730400258,None,Learn about US 2020 election security efforts
1265406482830495745,None,Get the facts about mail-in ballots
1324110119748182016,None,Official sources may not have called the race when this was Tweeted
1327708773713141760,None,This claim about election fraud is disputed
1329563407285182464,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328343343500288002,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328270459989749762,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328267579203284992,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328269078079840256,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326746305427812354,None,Learn about US 2020 election security efforts
1325922394293350401,This claim about election fraud is disputed,None
1325115537396011008,None,Official sources may not have called the race when this was Tweeted
1328335733128638466,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1342211202357874691,None,This claim about election fraud is disputed
1325068287911321600,None,Learn about US 2020 election security efforts
1328853086455164928,None,This claim about election fraud is disputed
1324114738951999489,None,Official sources may not have called the race when this was Tweeted
1326222959598579712,None,This claim about election fraud is disputed
1337063413541982212,None,This claim about election fraud is disputed
1325130266013102080,None,Official sources may not have called the race when this was Tweeted
1325202591576416256,None,This claim about election fraud is disputed
1332009374257086466,None,This claim about election fraud is disputed
1328222849358696449,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1337783699799068673,None,This claim about election fraud is disputed
1325111554174541829,None,Official sources may not have called the race when this was Tweeted
1327418884400537600,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324088269760569349,None,Official sources may not have called the race when this was Tweeted
1324087594251100160,None,Official sources may not have called the race when this was Tweeted
1340328734897754112,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1342221919785893888,None,This claim about election fraud is disputed
1324030487539539968,None,Official sources may not have called the race when this was Tweeted
1341230188143775744,None,This claim about election fraud is disputed
1338171592455622658,None,This claim about election fraud is disputed
1336266696705839104,None,This claim about election fraud is disputed
1337689636647407618,None,This claim about election fraud is disputed
1339767707512782848,None,This claim about election fraud is disputed
1327966232381968386,None,This claim about election fraud is disputed
1324419047878987776,None,This claim about election fraud is disputed
1337810511040303104,None,This claim about election fraud is disputed
1324091076307750913,None,Official sources may not have called the race when this was Tweeted
1339616735683436547,None,This claim about election fraud is disputed
1338326631891386368,None,This claim about election fraud is disputed
1338926384689733632,None,This claim about election fraud is disputed
1341530799129022465,None,This claim about election fraud is disputed
1330327833290420233,None,This claim about election fraud is disputed
1328344738664226816,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324270114426941441,Learn about US 2020 election security efforts,None
1333536738568859650,This claim about election fraud is disputed,None
1334313551842852864,None,This claim about election fraud is disputed
1330388228084432896,None,This claim about election fraud is disputed
1326289913180905472,None,This claim about election fraud is disputed
1325932863980625921,None,This claim about election fraud is disputed
1334235156354269185,None,This claim about election fraud is disputed
1333536185508007939,None,This claim about election fraud is disputed
1331130857248047104,None,This claim about election fraud is disputed
1327137129265295361,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326071470406074369,Election officials have certified Joe Biden as the winner of the U.S. Presidential election,None
1332586861827657729,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328220655683129345,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1330138232122707969,None,This claim about election fraud is disputed
1325111177307844609,None,Official sources may not have called the race when this was Tweeted
1323868067923853312,None,Learn about US 2020 election security efforts
1329461468581027853,None,This claim about election fraud is disputed
1324037147654049792,None,Learn about US 2020 election security efforts
1329090663581827073,None,This claim about election fraud is disputed
1324474577548881921,None,Learn about US 2020 election security efforts
1338877674144604167,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1336854428943585280,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324410821699641345,None,Learn about US 2020 election security efforts
1327979670222950400,None,This claim about election fraud is disputed
1325158983661842432,None,Official sources may not have called the race when this was Tweeted
1329138259293843457,None,This claim about election fraud is disputed
1324006235902038017,None,Learn about US 2020 election security efforts
1324117931811393541,None,Official sources may not have called the race when this was Tweeted
1329084664187764741,None,This claim about election fraud is disputed
1325959386515206144,None,Official sources may not have called the race when this was Tweeted
1325136974064177157,None,Official sources may not have called the race when this was Tweeted
1328206265302933505,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1334241378143002626,None,This claim about election fraud is disputed
1328335780746563585,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325113866116759558,None,Official sources may not have called the race when this was Tweeted
1325329800672604161,None,Official sources may not have called the race when this was Tweeted
1328400947811389448,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325114338299043854,None,Official sources may not have called the race when this was Tweeted
1325318420208955393,None,This claim about election fraud is disputed
1258839666079477763,None,Manipulated media
1340520492827111424,None,This claim about election fraud is disputed
1328337386930122752,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328227992611532801,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327776471344177153,None,This claim about election fraud is disputed
1324120423726985219,None,Official sources may not have called the race when this was Tweeted
1327116562222997509,None,This claim about election fraud is disputed
1325981812024225792,None,This claim about election fraud is disputed
1332410282371637248,None,This claim about election fraud is disputed
1328270314606833664,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329623012644171777,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1332412999424995328,None,This claim about election fraud is disputed
1328297843237531650,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326967233327865861,None,This claim about election fraud is disputed
1327969392563527680,None,This claim about election fraud is disputed
1325201741751709696,None,This claim about election fraud is disputed
1328471631380017157,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1338734170835734528,None,This claim about election fraud is disputed
1331178371875827714,None,This claim about election fraud is disputed
1326217536900378624,None,This claim about election fraud is disputed
1325117207127482369,None,Official sources may not have called the race when this was Tweeted
1324824632583577602,None,Official sources may not have called the race when this was Tweeted
1324402174013530112,None,Learn about US 2020 election security efforts
1324819718889373697,None,Learn about US 2020 election security efforts
1325132076518051840,None,This claim about election fraud is disputed
1338597295235899393,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324396304227708929,None,Learn about US 2020 election security efforts
1325467691365249025,None,This claim about election fraud is disputed
1324205126358200320,None,Official sources may not have called the race when this was Tweeted
1330909718538117121,None,This claim about election fraud is disputed
1331263311736803331,None,This claim about election fraud is disputed
1334341905799290880,None,This claim about election fraud is disputed
1327432844897972224,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327113260512862210,None,This claim about election fraud is disputed
1325196131144400897,None,This claim about election fraud is disputed
1328228488952770560,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325131400769630210,None,Official sources may not have called the race when this was Tweeted
1325193372714168320,None,Official sources may not have called the race when this was Tweeted
1324525350148284416,None,Learn about US 2020 election security efforts
1332408174624825351,None,This claim about election fraud is disputed
1328336170716172288,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327972223651614721,None,This claim about election fraud is disputed
1325111564106657794,None,Official sources may not have called the race when this was Tweeted
1326603359781072898,This claim about election fraud is disputed,None
1324042675461509120,None,Official sources may not have called the race when this was Tweeted
1327961850009542658,None,This claim about election fraud is disputed
1323873993988972545,None,Learn about US 2020 election security efforts
1324113375178199041,None,Official sources may not have called the race when this was Tweeted
1324444749776957442,None,Learn about US 2020 election security efforts
1325195403441164288,None,This claim about election fraud is disputed
1324114610744659969,None,Official sources may not have called the race when this was Tweeted
1338903022710165510,None,This claim about election fraud is disputed
1327334151654141952,None,This claim about election fraud is disputed
1332090964308062209,None,This claim about election fraud is disputed
1325120667168120832,None,Official sources may not have called the race when this was Tweeted
1331154286890332161,None,This claim about election fraud is disputed
1327745798398996485,None,This claim about election fraud is disputed
1325739137492799489,None,This claim about election fraud is disputed
1339226154255970305,None,This claim about election fraud is disputed
1328194269409128449,None,This claim about election fraud is disputed
1340347637476823043,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324440634187489282,None,Learn about US 2020 election security efforts
1324191838920679424,None,Official sources may not have called the race when this was Tweeted
1327107077081354240,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327985374224916480,None,This claim about election fraud is disputed
1327984878349135873,None,This claim about election fraud is disputed
1325100464082391041,None,Official sources may not have called the race when this was Tweeted
1265611160184905729,None,Get the facts about mail-in ballots
1329498036586885123,None,This claim about election fraud is disputed
1329527086105681924,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326496225168912384,None,This claim about election fraud is disputed
1325458622432862208,None,This claim about election fraud is disputed
1328320551987843072,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1334594146368188416,None,This claim about election fraud is disputed
1261806858429272064,None,Manipulated media
1325199235856228352,None,This claim about election fraud is disputed
1327989359182639105,None,This claim about election fraud is disputed
1327981378789511171,None,This claim about election fraud is disputed
1325124885283295232,None,Official sources may not have called the race when this was Tweeted
1323901914199871489,Official sources may not have called the race when this was Tweeted,None
1327803806487232513,None,This claim about election fraud is disputed
1327404161642549248,None,This claim about election fraud is disputed
1325926707040235521,None,This claim about election fraud is disputed
1325596377251016704,None,This claim about election fraud is disputed
1324615686962913280,None,Learn about US 2020 election security efforts
1327350955977936899,None,This claim about election fraud is disputed
1329528981591306241,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328855441519091712,None,This claim about election fraud is disputed
1334244746617888775,None,This claim about election fraud is disputed
1342258865920946190,None,This claim about election fraud is disputed
